"coach_name","season","team_abbreviation","wins","losses","w_pct_rank","net_rating","net_rating_rank","off_rating","off_rating_rank","def_rating","def_rating_rank","pace_rank","pace","efg_pct_rank","efg_pct","fta_rate_rank","fta_rate","tm_tov_pct_rank","tm_tov_pct","oreb_pct_rank","oreb_pct","pct_fga_3pt_rank","pct_fga_3pt","opp_efg_pct_rank","opp_efg_pct","opp_fta_rate_rank","opp_fta_rate","opp_tov_pct_rank","opp_tov_pct","opp_oreb_pct_rank","opp_oreb_pct","opp_pct_fga_3pt_rank","opp_pct_fga_3pt"
"J. Vaughn (20-62)","2012-13","ORL","20","62",30,-7.4,29,100.9,27,108.4,27,15,92.81,20,0.485,30,0.197,13,0.156,20,0.293,20,0.223,22,0.508,14,0.265,30,0.133,5,0.293,18,0.251534638994446
"S. Van Gundy (37-29)","2011-12","ORL","37","29",12,0.6,15,104,15,103.4,13,29,89.75,4,0.506,10,0.292,23,0.165,18,0.306,1,0.346,14,0.488,5,0.246,27,0.145,1,0.28,15,0.225458672214867
"S. Van Gundy (52-30)","2010-11","ORL","52","30",8,5.6,6,107.4,10,101.8,4,21,91.55,6,0.521,5,0.328,27,0.162,14,0.304,1,0.328,4,0.475,11,0.295,14,0.15,1,0.277,16,0.224691733901659
"S. Van Gundy (59-23)","2009-10","ORL","59","23",2,7.9,1,110.7,4,102.8,4,22,92.54,2,0.536,4,0.34,17,0.152,25,0.28,1,0.35,1,0.477,4,0.272,26,0.138,2,0.274,9,0.213236385220359
"S. Van Gundy (59-23)","2008-09","ORL","59","23",4,7.1,4,108.3,9,101.3,1,14,92.99,3,0.52,3,0.351,16,0.149,29,0.273,1,0.335,1,0.465,6,0.277,25,0.14,3,0.283,2,0.191156963890936
"S. Van Gundy (52-30)","2007-08","ORL","52","30",9,5.6,6,110.4,4,104.9,10,11,94.02,2,0.537,2,0.355,13,0.151,25,0.274,1,0.322,6,0.484,12,0.288,24,0.14,7,0.291,8,0.210211524434719
"B. Hill (40-42)","2006-07","ORL","40","42",16,0.8,11,104.1,19,103.3,7,27,90.54,13,0.5,1,0.393,30,0.186,3,0.333,28,0.158,6,0.48,29,0.376,11,0.165,15,0.303,13,0.210951381036989
"B. Hill (36-46)","2005-06","ORL","36","46",20,-1.3,17,105.3,11,106.6,25,26,89.12,9,0.496,4,0.369,25,0.168,6,0.33,30,0.129,15,0.49,25,0.361,25,0.149,17,0.309,15,0.203413940256046
"J. Davis (31-33)","2004-05","ORL","31","33",18,-1.2,19,103.7,18,104.9,16,2,96.06,15,0.478,6,0.357,26,0.168,11,0.325,25,0.138,11,0.478,16,0.33,23,0.148,13,0.316,8,0.185399551904406
"C. Jent (5-13)","2004-05","ORL","5","13",25,-5.8,25,102.5,23,108.3,21,4,96.44,21,0.477,16,0.325,26,0.167,8,0.34,27,0.134,23,0.505,25,0.365,8,0.161,18,0.327,16,0.202721088435374
"D. Rivers (1-10)","2003-04","ORL","1","10",29,-7.4,26,96.4,21,103.8,26,20,91.05,25,0.434,7,0.325,6,0.158,20,0.311,17,0.173,16,0.458,23,0.337,15,0.167,29,0.384,14,0.170786516853933
"J. Davis (20-51)","2003-04","ORL","20","51",27,-7.4,29,102.1,11,109.5,29,12,92.31,20,0.465,20,0.291,5,0.146,13,0.316,15,0.186,29,0.508,5,0.281,29,0.143,25,0.337,18,0.194284748055462
"D. Rivers (42-40)","2002-03","ORL","42","40",16,0,16,103.7,10,103.7,20,5,94.33,11,0.478,13,0.307,10,0.151,22,0.3,5,0.235,25,0.486,23,0.326,6,0.172,19,0.32,16,0.183580733111178
"D. Rivers (44-38)","2001-02","ORL","44","38",11,1.5,12,105.6,7,104.1,15,3,94.4,7,0.493,21,0.278,4,0.143,25,0.292,2,0.241,22,0.486,13,0.292,7,0.166,27,0.335,8,0.170010250402694
"D. Rivers (43-39)","2000-01","ORL","43","39",17,1,16,102.1,13,101.1,12,6,94.14,13,0.474,14,0.301,13,0.159,12,0.321,7,0.196,9,0.464,29,0.395,3,0.18,29,0.338,10,0.162948145868595
"D. Rivers (41-41)","1999-00","ORL","41","41",17,0.8,15,101.1,21,100.3,9,2,98.68,21,0.473,15,0.305,26,0.178,2,0.344,26,0.124,11,0.476,15,0.304,2,0.183,26,0.331,26,0.184564243387773
"C. Daly (33-17)","1998-99","ORL","33","17",4,2.6,9,98.9,19,96.3,6,19,89.93,20,0.456,17,0.318,27,0.181,2,0.36,13,0.171,20,0.473,2,0.256,2,0.191,5,0.315,20,0.172977178423237
"C. Daly (41-41)","1997-98","ORL","41","41",17,-1.2,19,101,22,102.2,10,29,88.51,27,0.452,14,0.331,20,0.172,3,0.37,17,0.141,14,0.478,2,0.274,10,0.172,22,0.354,8,0.14969040247678
"B. Hill (24-25)","1996-97","ORL","24","25",14,-2.8,18,101.5,24,104.3,14,25,89.75,24,0.472,21,0.302,21,0.179,6,0.35,8,0.238,20,0.495,8,0.291,14,0.174,22,0.346,5,0.188405797101449
"R. Adubato (21-12)","1996-97","ORL","21","12",10,3,12,107.1,11,104.1,10,20,90.06,17,0.493,20,0.307,3,0.151,22,0.314,5,0.282,17,0.495,7,0.285,3,0.181,25,0.355,25,0.231631863882444
"N. Nurse (47-35)","2023-24","PHI","47","35",12,3.1,9,116.2,14,113,11,18,98.17,24,0.532,6,0.264,2,0.122,10,0.292,23,0.373,8,0.537,26,0.271,4,0.148,25,0.299,11,0.389546351084813
"D. Rivers (54-28)","2022-23","PHI","54","28",3,4.4,3,117,3,112.7,8,27,97.44,6,0.563,1,0.3,15,0.139,25,0.258,12,0.389,12,0.541,22,0.277,12,0.145,14,0.279,20,0.390435403283369
"D. Rivers (51-31)","2021-22","PHI","51","31",6,2.8,9,113,11,110.2,12,26,96.71,16,0.534,2,0.282,5,0.129,30,0.246,22,0.376,11,0.524,13,0.25,18,0.136,19,0.276,8,0.379315203607158
"D. Rivers (49-23)","2020-21","PHI","49","23",3,5.5,5,112.5,13,107,2,12,100.12,14,0.541,1,0.293,20,0.143,8,0.277,26,0.347,3,0.521,25,0.262,2,0.154,14,0.263,13,0.379932896628854
"B. Brown (43-30)","2019-20","PHI","43","30",12,2.3,10,110.7,14,108.4,8,20,99.59,13,0.534,22,0.255,11,0.142,7,0.281,21,0.36,12,0.523,26,0.285,21,0.138,2,0.247,2,0.342310756972112
"B. Brown (51-31)","2018-19","PHI","51","31",7,2.6,11,111.6,8,109,14,8,102.59,8,0.532,2,0.312,24,0.144,11,0.278,18,0.342,6,0.512,22,0.268,28,0.123,7,0.259,4,0.328270716759925
"B. Brown (52-30)","2017-18","PHI","52","30",5,4.6,4,108.5,13,103.9,3,4,100.75,7,0.535,10,0.263,30,0.163,5,0.286,13,0.344,1,0.492,29,0.293,19,0.141,12,0.264,16,0.337787056367432
"B. Brown (28-54)","2016-17","PHI","28","54",27,-5.5,27,102.7,30,108.2,16,7,99.07,21,0.501,23,0.258,30,0.167,16,0.273,7,0.349,16,0.512,27,0.303,9,0.151,26,0.291,4,0.290217236972881
"B. Brown (10-72)","2015-16","PHI","10","72",30,-10.2,30,98.4,30,108.6,27,6,98.44,27,0.487,16,0.269,29,0.165,26,0.25,8,0.327,18,0.51,26,0.306,13,0.153,28,0.307,4,0.253533190578158
"B. Brown (18-64)","2014-15","PHI","18","64",28,-9,28,94.9,30,103.9,13,7,96.45,29,0.459,9,0.288,30,0.183,12,0.293,5,0.319,18,0.497,25,0.298,2,0.172,28,0.314,20,0.276934414148858
"B. Brown (19-63)","2013-14","PHI","19","63",29,-10,30,99,30,109,26,1,99.74,29,0.475,19,0.268,30,0.168,19,0.29,15,0.258,30,0.524,29,0.324,3,0.168,28,0.316,26,0.286451612903226
"D. Collins (34-48)","2012-13","PHI","34","48",19,-3.7,23,101,26,104.7,15,20,91.88,21,0.481,29,0.2,2,0.141,21,0.291,27,0.209,14,0.495,11,0.264,13,0.155,20,0.305,12,0.23694114105073
"D. Collins (35-31)","2011-12","PHI","35","31",16,4.6,5,102.7,21,98.2,3,24,90.68,19,0.48,30,0.217,1,0.123,27,0.277,26,0.175,3,0.46,8,0.255,20,0.153,5,0.288,2,0.201810637495285
"D. Collins (41-41)","2010-11","PHI","41","41",16,1.5,13,105.3,19,103.8,7,15,92.78,18,0.494,28,0.273,1,0.138,24,0.278,25,0.184,8,0.487,13,0.299,13,0.152,6,0.286,8,0.207140705031636
"E. Jordan (27-55)","2009-10","PHI","27","55",24,-4.1,24,104.8,20,108.9,20,18,92.72,17,0.496,27,0.27,21,0.156,12,0.31,21,0.206,24,0.518,18,0.302,10,0.155,21,0.307,22,0.234596074851666
"M. Cheeks (9-14)","2008-09","PHI","9","14",20,-1.7,16,100,28,101.7,6,15,92.95,28,0.457,24,0.281,29,0.171,3,0.343,29,0.153,15,0.494,8,0.277,11,0.165,7,0.286,19,0.221917808219178
"T. DiLeo (32-27)","2008-09","PHI","32","27",14,0.9,13,108.8,12,107.9,17,20,90.66,21,0.496,2,0.363,16,0.147,2,0.342,28,0.169,21,0.512,6,0.276,2,0.172,29,0.334,27,0.255145797598628
"M. Cheeks (40-42)","2007-08","PHI","40","42",17,0.5,14,105.1,18,104.7,7,20,91.56,22,0.482,11,0.321,20,0.156,1,0.351,29,0.143,20,0.504,5,0.265,2,0.171,22,0.312,27,0.238161131611316
"M. Cheeks (35-47)","2006-07","PHI","35","47",19,-3.2,23,102.4,27,105.6,16,20,91.84,26,0.48,13,0.333,19,0.165,18,0.306,30,0.128,19,0.501,6,0.293,4,0.168,24,0.322,15,0.216742770167428
"M. Cheeks (38-44)","2005-06","PHI","38","44",18,-1.8,21,104.7,15,106.5,24,5,93.91,17,0.487,8,0.356,9,0.149,28,0.285,24,0.158,21,0.5,9,0.315,5,0.163,26,0.324,20,0.211971936109867
"J. O'Brien (43-39)","2004-05","PHI","43","39",16,-0.7,17,101.8,25,102.5,8,2,96.56,20,0.475,14,0.326,20,0.16,29,0.281,12,0.216,18,0.485,21,0.347,2,0.174,2,0.297,30,0.235720761559384
"R. Ayers (21-31)","2003-04","PHI","21","31",22,-1.6,18,98.1,24,99.8,9,22,89.67,23,0.456,4,0.331,22,0.176,13,0.316,22,0.162,10,0.466,22,0.309,10,0.172,15,0.318,28,0.219910846953938
"C. Ford (12-18)","2003-04","PHI","12","18",22,-4.4,23,97.1,27,101.5,15,26,88.54,24,0.454,18,0.303,27,0.179,21,0.309,23,0.153,13,0.469,18,0.314,11,0.162,16,0.322,15,0.189189189189189
"L. Brown (48-34)","2002-03","PHI","48","34",9,2.6,8,103.2,12,100.6,9,10,93.07,23,0.466,5,0.339,14,0.158,9,0.324,27,0.119,26,0.488,21,0.32,2,0.182,3,0.296,25,0.200848656294201
"L. Brown (43-39)","2001-02","PHI","43","39",14,1.8,11,100.5,23,98.7,3,25,90.32,28,0.452,5,0.327,26,0.169,7,0.341,29,0.111,5,0.46,8,0.277,9,0.163,4,0.298,27,0.203384615384615
"L. Brown (56-26)","2000-01","PHI","56","26",2,4.6,4,101.9,14,97.3,5,19,92.09,19,0.468,3,0.351,23,0.17,4,0.334,28,0.124,7,0.46,3,0.248,10,0.166,3,0.296,25,0.186296462158531
"L. Brown (49-33)","1999-00","PHI","49","33",10,1.5,11,99.9,25,98.3,4,20,94.25,27,0.457,7,0.329,20,0.165,4,0.335,29,0.095,7,0.466,14,0.303,1,0.185,18,0.32,22,0.177710386656558
"L. Brown (28-22)","1998-99","PHI","28","22",11,2.4,11,97.8,24,95.5,3,16,90.56,24,0.439,2,0.383,25,0.179,4,0.356,28,0.096,8,0.454,17,0.34,1,0.195,9,0.321,26,0.189217758985201
"L. Brown (31-51)","1997-98","PHI","31","51",22,-2.3,21,101.1,21,103.3,16,13,92.11,25,0.462,3,0.367,25,0.179,9,0.341,25,0.126,17,0.481,24,0.351,8,0.174,16,0.34,25,0.173136645962733
"J. Davis (22-60)","1996-97","PHI","22","60",25,-6.9,26,102.6,25,109.5,24,1,97.05,27,0.47,4,0.358,27,0.179,3,0.359,19,0.198,26,0.51,10,0.303,26,0.16,23,0.346,18,0.217033356990774
"F. Vogel (49-33)","2023-24","PHX","49","33",8,3.1,8,116.8,10,113.7,13,15,99,6,0.565,3,0.271,25,0.15,9,0.292,21,0.378,7,0.536,6,0.23,25,0.128,20,0.286,15,0.397011308562197
"M. Williams (45-37)","2022-23","PHX","45","37",9,2.2,9,114.5,14,112.3,7,22,98.83,22,0.535,28,0.241,10,0.136,5,0.307,20,0.362,5,0.532,30,0.298,11,0.145,21,0.286,8,0.373083475298126
"M. Williams (64-18)","2021-22","PHX","64","18",1,7.5,1,114.2,5,106.8,3,8,100.26,4,0.549,29,0.221,4,0.129,21,0.264,27,0.354,3,0.51,22,0.257,8,0.146,13,0.272,11,0.387270468038106
"M. Williams (51-21)","2020-21","PHX","51","21",2,5.9,3,116.3,7,110.4,6,24,98,3,0.564,29,0.212,4,0.126,25,0.248,15,0.392,10,0.534,15,0.25,16,0.137,11,0.259,12,0.377560819462228
"M. Williams (34-39)","2019-20","PHX","34","39",16,0.5,14,111.3,12,110.8,17,9,101.74,15,0.532,8,0.271,16,0.145,21,0.261,20,0.361,19,0.539,23,0.28,7,0.152,14,0.266,6,0.366102226403261
"I. Kokoskov (19-63)","2018-19","PHX","19","63",28,-8.9,29,105.3,28,114.2,29,12,101.15,23,0.514,13,0.259,29,0.153,28,0.247,21,0.335,28,0.545,30,0.313,4,0.153,30,0.317,7,0.339419087136929
"E. Watson (0-3)","2017-18","PHX","0","3",25,-27.7,30,90.7,29,118.4,30,3,108.33,29,0.45,4,0.373,20,0.17,28,0.21,17,0.317,30,0.587,25,0.336,21,0.147,20,0.299,7,0.280442804428044
"J. Triano (21-58)","2017-18","PHX","21","58",29,-8.2,30,103.3,29,111.5,30,2,100.87,30,0.497,8,0.271,27,0.155,12,0.274,19,0.32,22,0.53,24,0.275,28,0.131,22,0.275,11,0.331572183349993
"E. Watson (24-58)","2016-17","PHX","24","58",29,-5.2,26,106.1,22,111.3,28,2,100.85,26,0.493,3,0.297,26,0.152,6,0.299,29,0.255,25,0.525,29,0.338,13,0.146,17,0.282,11,0.305374823196605
"J. Hornacek (14-35)","2015-16","PHX","14","35",26,-5.8,27,101.8,27,107.7,26,4,98.63,18,0.495,22,0.257,29,0.171,14,0.285,12,0.295,30,0.529,27,0.305,8,0.158,9,0.271,22,0.297835710772258
"E. Watson (9-24)","2015-16","PHX","9","24",27,-7.5,28,100.9,30,108.4,20,2,100.52,29,0.476,8,0.292,30,0.177,3,0.314,11,0.311,19,0.514,29,0.334,20,0.138,9,0.26,19,0.296005706134094
"J. Hornacek (39-43)","2014-15","PHX","39","43",17,-1.1,20,104.2,17,105.3,19,3,97.2,10,0.501,25,0.251,20,0.154,22,0.281,10,0.291,17,0.497,23,0.291,9,0.159,21,0.302,8,0.257888697647734
"J. Hornacek (48-34)","2013-14","PHX","48","34",11,2.6,10,108.2,8,105.6,14,7,96.83,7,0.519,12,0.293,18,0.158,14,0.298,5,0.3,11,0.496,24,0.309,11,0.158,21,0.301,6,0.23859649122807
"A. Gentry (13-28)","2012-13","PHX","13","28",27,-4.5,24,101.7,22,106.2,25,10,93.1,22,0.479,27,0.231,5,0.151,17,0.302,23,0.215,26,0.505,16,0.268,10,0.158,24,0.321,2,0.199526346950858
"L. Hunter (12-29)","2012-13","PHX","12","29",28,-8.9,28,98.6,30,107.5,23,6,95.87,27,0.476,25,0.236,30,0.177,12,0.313,26,0.206,22,0.518,21,0.28,7,0.165,22,0.305,9,0.232832301797819
"A. Gentry (33-33)","2011-12","PHX","33","33",18,-0.1,19,105.2,9,105.2,23,9,93.61,9,0.499,23,0.257,9,0.15,22,0.294,14,0.238,19,0.491,10,0.262,21,0.15,22,0.313,3,0.205263157894737
"A. Gentry (40-42)","2010-11","PHX","40","42",17,-0.8,18,108.6,8,109.4,26,7,95.18,5,0.522,24,0.283,10,0.147,27,0.275,4,0.271,26,0.513,6,0.28,15,0.15,25,0.319,17,0.227272727272727
"A. Gentry (54-28)","2009-10","PHX","54","28",5,4.8,7,113.9,1,109.1,24,4,96.43,1,0.546,11,0.312,18,0.152,11,0.311,5,0.261,11,0.491,16,0.295,29,0.135,29,0.327,15,0.22079553384508
"T. Porter (28-23)","2008-09","PHX","28","23",13,1,14,109.1,6,108.1,21,6,95.32,1,0.534,3,0.351,28,0.17,21,0.29,18,0.211,10,0.493,11,0.293,28,0.139,21,0.311,16,0.226280725936136
"A. Gentry (18-13)","2008-09","PHX","18","13",13,3.4,9,117.6,1,114.2,30,2,99.75,1,0.562,10,0.315,19,0.147,4,0.334,17,0.223,30,0.541,20,0.311,7,0.157,27,0.331,24,0.243263473053892
"M. D'Antoni (55-27)","2007-08","PHX","55","27",6,5,8,112,2,107,17,4,97.72,1,0.551,22,0.292,11,0.147,30,0.253,5,0.26,8,0.488,3,0.254,27,0.137,29,0.326,3,0.17998374864572
"M. D'Antoni (61-21)","2006-07","PHX","61","21",2,7.4,3,112.9,1,105.5,15,3,96.45,1,0.551,30,0.267,4,0.149,29,0.262,2,0.287,12,0.492,1,0.268,22,0.155,20,0.317,9,0.195710455764075
"M. D'Antoni (54-28)","2005-06","PHX","54","28",4,5.4,4,110.2,1,104.7,16,1,96.92,1,0.537,30,0.206,2,0.135,30,0.256,1,0.293,17,0.49,2,0.274,22,0.151,19,0.31,11,0.199271810670774
"M. D'Antoni (62-20)","2004-05","PHX","62","20",1,7,2,112.7,1,105.7,18,1,97.35,1,0.534,26,0.296,2,0.14,23,0.304,1,0.289,10,0.478,1,0.237,27,0.141,29,0.344,16,0.197194388777555
"F. Johnson (8-13)","2003-04","PHX","8","13",21,-3.1,20,98.1,19,101.2,20,8,93.31,15,0.459,24,0.27,8,0.158,25,0.292,16,0.172,17,0.468,17,0.305,13,0.168,16,0.322,27,0.220458553791887
"M. D'Antoni (21-40)","2003-04","PHX","21","40",24,-4.1,24,101.1,18,105.2,25,6,93.86,11,0.48,22,0.283,18,0.164,24,0.299,17,0.183,22,0.487,21,0.317,9,0.169,27,0.345,23,0.201006036217304
"F. Johnson (44-38)","2002-03","PHX","44","38",13,1.3,14,102.6,14,101.3,14,15,92.59,15,0.473,21,0.285,15,0.158,10,0.323,18,0.17,11,0.47,10,0.29,7,0.171,26,0.328,26,0.204415740462601
"S. Skiles (25-26)","2001-02","PHX","25","26",18,0.8,14,103.1,12,102.3,10,3,94.15,13,0.476,28,0.236,13,0.155,9,0.333,20,0.165,15,0.474,23,0.311,3,0.172,26,0.338,18,0.184097421203438
"F. Johnson (11-20)","2001-02","PHX","11","20",21,-3.4,22,99.6,26,103,15,21,90.43,24,0.466,29,0.233,20,0.161,16,0.317,23,0.145,15,0.481,12,0.286,16,0.154,10,0.31,14,0.176565656565657
"S. Skiles (51-31)","2000-01","PHX","51","31",8,2.3,13,98.9,23,96.7,2,5,94.41,22,0.46,20,0.292,14,0.161,19,0.305,19,0.156,6,0.46,23,0.331,1,0.184,5,0.298,1,0.145904702584865
"D. Ainge (13-7)","1999-00","PHX","13","7",7,6,5,101.8,14,95.8,7,10,96.64,9,0.483,24,0.295,23,0.178,10,0.329,12,0.162,7,0.455,20,0.338,4,0.186,20,0.323,17,0.160975609756098
"S. Skiles (40-22)","1999-00","PHX","40","22",6,5.2,4,103.1,15,97.8,2,10,95.36,6,0.493,21,0.282,24,0.172,17,0.311,8,0.191,3,0.454,20,0.328,3,0.178,24,0.324,19,0.175522388059701
"D. Ainge (27-23)","1998-99","PHX","27","23",13,2.2,12,103.9,4,101.6,19,7,91.54,8,0.481,21,0.303,3,0.148,24,0.306,10,0.175,25,0.485,9,0.311,7,0.177,19,0.329,28,0.191819105691057
"D. Ainge (56-26)","1997-98","PHX","56","26",6,5.6,6,106.3,7,100.6,7,12,92.47,5,0.5,25,0.29,10,0.161,25,0.321,6,0.18,12,0.471,9,0.31,5,0.177,13,0.336,18,0.164853430039287
"C. Fitzsimmons (0-8)","1996-97","PHX","0","8",28,-10.6,26,95.1,23,105.8,26,9,93.9,26,0.433,25,0.293,5,0.17,24,0.319,21,0.193,25,0.502,23,0.375,17,0.19,23,0.378,29,0.271585557299843
"D. Ainge (40-34)","1996-97","PHX","40","34",13,2.1,12,109.4,5,107.3,21,3,94.52,4,0.516,13,0.32,3,0.149,29,0.295,11,0.215,23,0.507,6,0.282,19,0.163,12,0.333,15,0.211292671088821
"C. Billups (21-61)","2023-24","POR","21","61",27,-9,28,107.6,29,116.6,23,21,97.88,30,0.503,23,0.228,29,0.154,3,0.32,24,0.37,24,0.558,27,0.273,6,0.145,28,0.303,8,0.384290540540541
"C. Billups (33-49)","2022-23","POR","33","49",26,-4,26,114,18,118,28,17,99.25,14,0.549,6,0.289,21,0.145,24,0.264,7,0.413,26,0.563,20,0.276,19,0.136,25,0.291,17,0.378623188405797
"C. Billups (27-55)","2021-22","POR","27","55",25,-9.1,30,107.3,27,116.3,29,15,98.74,25,0.515,16,0.248,25,0.146,18,0.268,9,0.422,30,0.559,28,0.286,10,0.142,20,0.279,28,0.43236337828247
"T. Stotts (42-30)","2020-21","POR","42","30",8,1.8,12,117.1,2,115.3,29,19,98.97,15,0.54,22,0.238,1,0.112,10,0.273,3,0.448,22,0.546,21,0.258,27,0.125,20,0.269,16,0.392446892210858
"T. Stotts (35-39)","2019-20","POR","35","39",15,-1.1,18,113.2,3,114.3,27,13,101.17,14,0.533,24,0.242,2,0.126,17,0.266,17,0.374,15,0.53,18,0.27,27,0.127,28,0.288,17,0.386226220321487
"T. Stotts (53-29)","2018-19","POR","53","29",5,4.2,7,113.7,3,109.5,16,18,99.96,13,0.528,14,0.258,12,0.137,2,0.308,20,0.339,12,0.516,14,0.253,29,0.123,8,0.261,6,0.330850487540628
"T. Stotts (49-33)","2017-18","POR","49","33",7,2.7,9,108.4,14,105.7,6,19,97.11,23,0.511,19,0.24,8,0.139,7,0.279,18,0.324,4,0.503,19,0.256,29,0.13,6,0.254,3,0.30942913944902
"T. Stotts (41-41)","2016-17","POR","41","41",15,-0.6,18,109.4,11,110,22,12,97.38,11,0.52,14,0.275,10,0.139,19,0.269,12,0.322,11,0.508,28,0.307,28,0.13,15,0.28,6,0.291130287169331
"T. Stotts (44-38)","2015-16","POR","44","38",12,0.8,13,107.6,6,106.8,19,12,97.06,8,0.511,17,0.268,17,0.15,9,0.294,7,0.332,15,0.503,28,0.307,26,0.136,12,0.272,9,0.271850251979842
"T. Stotts (51-31)","2014-15","POR","51","31",8,4.3,6,107.1,8,102.8,9,12,95.06,9,0.508,30,0.225,7,0.142,21,0.282,6,0.316,3,0.476,2,0.24,30,0.127,5,0.272,1,0.217885722308016
"T. Stotts (54-28)","2013-14","POR","54","28",5,4.2,8,110.4,2,106.2,16,10,95.9,14,0.504,18,0.27,5,0.142,4,0.32,10,0.29,7,0.488,5,0.253,30,0.124,11,0.287,1,0.20880188810218
"T. Stotts (33-49)","2012-13","POR","33","49",21,-3.4,22,104.5,16,107.9,25,18,92.46,13,0.498,23,0.25,16,0.157,19,0.294,6,0.284,26,0.512,6,0.248,28,0.14,11,0.298,7,0.224915528132804
"N. McMillan (20-23)","2011-12","POR","20","23",19,1.6,13,103.4,13,101.8,12,14,92.81,14,0.485,15,0.274,10,0.155,20,0.3,11,0.243,17,0.488,18,0.291,7,0.167,12,0.298,17,0.227616279069767
"K. Canales (8-15)","2011-12","POR","8","15",24,-5.7,25,106.4,13,112.1,30,21,91.17,16,0.492,24,0.243,12,0.148,14,0.309,4,0.278,30,0.533,4,0.22,21,0.147,27,0.332,18,0.227344159245678
"N. McMillan (48-34)","2010-11","POR","48","34",10,1.6,12,107.3,11,105.7,13,30,89.13,22,0.486,27,0.278,8,0.145,5,0.331,12,0.228,22,0.51,16,0.301,2,0.175,24,0.318,19,0.231585718880669
"N. McMillan (50-32)","2009-10","POR","50","32",9,3.5,11,109.6,8,106.1,15,30,88.64,14,0.499,10,0.315,3,0.138,5,0.32,17,0.215,17,0.502,15,0.294,16,0.151,9,0.298,14,0.220245591939547
"N. McMillan (54-28)","2008-09","POR","54","28",5,6,5,112.1,2,106.1,11,29,88.02,8,0.511,14,0.306,11,0.145,1,0.355,12,0.239,14,0.499,8,0.282,17,0.149,8,0.292,7,0.206442399238337
"N. McMillan (41-41)","2007-08","POR","41","41",15,-0.8,17,105.9,15,106.8,16,29,89.1,18,0.489,23,0.281,7,0.143,14,0.303,16,0.218,9,0.491,7,0.276,25,0.139,25,0.316,16,0.226571946795647
"N. McMillan (32-50)","2006-07","POR","32","50",24,-4.8,28,103.8,21,108.6,26,29,89.36,23,0.483,19,0.314,21,0.166,6,0.326,21,0.193,25,0.508,19,0.343,26,0.152,14,0.303,10,0.205499046408137
"N. McMillan (21-61)","2005-06","POR","21","61",30,-10.7,30,99.7,30,110.3,28,28,88.88,26,0.474,25,0.31,24,0.165,12,0.308,22,0.166,25,0.507,6,0.305,27,0.145,30,0.343,14,0.201792336217553
"M. Cheeks (22-33)","2004-05","POR","22","33",25,-2.9,23,102.1,23,105,17,22,90.1,15,0.478,26,0.294,27,0.171,4,0.346,18,0.189,12,0.477,3,0.26,24,0.148,28,0.341,9,0.185585188450518
"K. Pritchard (5-22)","2004-05","POR","5","22",29,-7,27,101.5,27,108.4,23,14,92.98,7,0.496,19,0.321,30,0.182,26,0.301,20,0.164,16,0.482,6,0.291,21,0.145,30,0.368,11,0.191323210412148
"M. Cheeks (41-41)","2003-04","POR","41","41",14,-1.5,18,102.1,10,103.5,22,29,87.54,9,0.478,25,0.267,19,0.166,3,0.344,21,0.17,21,0.482,1,0.246,20,0.154,22,0.33,12,0.186081924775392
"M. Cheeks (50-32)","2002-03","POR","50","32",5,2.7,7,104.2,7,101.5,15,24,90.44,5,0.489,16,0.3,21,0.167,5,0.338,17,0.177,21,0.483,1,0.254,9,0.17,14,0.311,22,0.196483180428135
"M. Cheeks (49-33)","2001-02","POR","49","33",8,3.3,7,105.9,6,102.6,13,23,90.55,10,0.485,18,0.285,13,0.157,4,0.345,9,0.198,24,0.489,6,0.272,10,0.161,2,0.297,23,0.197449293177628
"M. Dunleavy (50-32)","2000-01","POR","50","32",9,4.2,7,104.7,7,100.5,9,26,90.53,4,0.497,19,0.296,21,0.168,5,0.333,16,0.165,14,0.47,13,0.3,12,0.163,8,0.3,17,0.171379738968303
"M. Dunleavy (59-23)","1999-00","POR","59","23",2,6.9,2,106.5,2,99.5,7,26,91.03,2,0.501,12,0.316,21,0.166,3,0.335,13,0.175,6,0.461,13,0.303,19,0.158,11,0.307,23,0.182247979258807
"M. Dunleavy (35-15)","1998-99","POR","35","15",3,6.6,3,102.8,9,96.2,5,13,90.81,13,0.473,11,0.341,12,0.167,7,0.345,14,0.171,6,0.445,11,0.321,13,0.171,4,0.313,22,0.175425234831175
"M. Dunleavy (46-36)","1997-98","POR","46","36",12,1.6,13,102.4,17,100.8,8,16,91.46,16,0.476,8,0.348,28,0.183,6,0.355,11,0.164,6,0.46,22,0.346,23,0.153,4,0.315,22,0.166717791411043
"P. Carlesimo (49-33)","1996-97","POR","49","33",11,4.2,8,106.3,10,102.1,7,12,92.17,10,0.503,6,0.35,24,0.178,4,0.358,11,0.217,4,0.471,26,0.362,22,0.163,3,0.309,6,0.199128133271057
"M. Brown (46-36)","2023-24","SAC","46","36",16,1.8,16,116.2,13,114.4,14,14,99.46,14,0.556,22,0.229,11,0.131,15,0.285,3,0.432,21,0.555,25,0.266,12,0.138,1,0.256,12,0.390075906662918
"M. Brown (48-34)","2022-23","SAC","48","34",7,2.6,8,118.6,1,116,24,12,100.99,2,0.572,9,0.284,6,0.133,23,0.265,5,0.423,27,0.563,9,0.258,14,0.139,6,0.269,12,0.37596048298573
