"after","before","count","afterDate","beforeDate","flair"
1622160000,1622246400,1482,2021-05-28,2021-05-29,"Celtics"
1622246400,1622332800,4396,2021-05-29,2021-05-30,"Celtics"
1622332800,1622419200,1771,2021-05-30,2021-05-31,"Celtics"
1622419200,1622505600,2813,2021-05-31,2021-06-01,"Celtics"
1622505600,1622592000,1500,2021-06-01,2021-06-02,"Celtics"
1622592000,1622678400,4431,2021-06-02,2021-06-03,"Celtics"
1622678400,1622764800,1301,2021-06-03,2021-06-04,"Celtics"
1622764800,1622851200,2796,2021-06-04,2021-06-05,"Celtics"
1622851200,1622937600,1206,2021-06-05,2021-06-06,"Celtics"
1622937600,1623024000,1746,2021-06-06,2021-06-07,"Celtics"
1623024000,1623110400,914,2021-06-07,2021-06-08,"Celtics"
1623110400,1623196800,1597,2021-06-08,2021-06-09,"Celtics"
1623196800,1623283200,1446,2021-06-09,2021-06-10,"Celtics"
1623283200,1623369600,1053,2021-06-10,2021-06-11,"Celtics"
1623369600,1623456000,1548,2021-06-11,2021-06-12,"Celtics"
1623456000,1623542400,580,2021-06-12,2021-06-13,"Celtics"
1623542400,1623628800,1048,2021-06-13,2021-06-14,"Celtics"
1623628800,1623715200,1133,2021-06-14,2021-06-15,"Celtics"
1623715200,1623801600,1172,2021-06-15,2021-06-16,"Celtics"
1606780800,1606867200,223,2020-12-01,2020-12-02,"Clippers"
1606867200,1606953600,330,2020-12-02,2020-12-03,"Clippers"
1606953600,1607040000,198,2020-12-03,2020-12-04,"Clippers"
1607040000,1607126400,172,2020-12-04,2020-12-05,"Clippers"
1607126400,1607212800,141,2020-12-05,2020-12-06,"Clippers"
1607212800,1607299200,164,2020-12-06,2020-12-07,"Clippers"
1607299200,1607385600,171,2020-12-07,2020-12-08,"Clippers"
1607385600,1607472000,160,2020-12-08,2020-12-09,"Clippers"
1607472000,1607558400,169,2020-12-09,2020-12-10,"Clippers"
1607558400,1607644800,248,2020-12-10,2020-12-11,"Clippers"
1607644800,1607731200,260,2020-12-11,2020-12-12,"Clippers"
1607731200,1607817600,350,2020-12-12,2020-12-13,"Clippers"
1607817600,1607904000,145,2020-12-13,2020-12-14,"Clippers"
1607904000,1607990400,248,2020-12-14,2020-12-15,"Clippers"
1607990400,1608076800,139,2020-12-15,2020-12-16,"Clippers"
1608076800,1608163200,144,2020-12-16,2020-12-17,"Clippers"
1608163200,1608249600,202,2020-12-17,2020-12-18,"Clippers"
1608249600,1608336000,348,2020-12-18,2020-12-19,"Clippers"
1608336000,1608422400,147,2020-12-19,2020-12-20,"Clippers"
1608422400,1608508800,178,2020-12-20,2020-12-21,"Clippers"
1608508800,1608595200,203,2020-12-21,2020-12-22,"Clippers"
1608595200,1608681600,244,2020-12-22,2020-12-23,"Clippers"
1608681600,1608768000,932,2020-12-23,2020-12-24,"Clippers"
1608768000,1608854400,295,2020-12-24,2020-12-25,"Clippers"
1608854400,1608940800,245,2020-12-25,2020-12-26,"Clippers"
1608940800,1609027200,848,2020-12-26,2020-12-27,"Clippers"
1609027200,1609113600,448,2020-12-27,2020-12-28,"Clippers"
1609113600,1609200000,292,2020-12-28,2020-12-29,"Clippers"
1609200000,1609286400,329,2020-12-29,2020-12-30,"Clippers"
1609286400,1609372800,455,2020-12-30,2020-12-31,"Clippers"
1609372800,1609459200,710,2020-12-31,2021-01-01,"Clippers"
1609459200,1609545600,182,2021-01-01,2021-01-02,"Clippers"
1609545600,1609632000,352,2021-01-02,2021-01-03,"Clippers"
1609632000,1609718400,158,2021-01-03,2021-01-04,"Clippers"
1609718400,1609804800,701,2021-01-04,2021-01-05,"Clippers"
1609804800,1609891200,220,2021-01-05,2021-01-06,"Clippers"
1609891200,1609977600,476,2021-01-06,2021-01-07,"Clippers"
1609977600,1610064000,464,2021-01-07,2021-01-08,"Clippers"
1610064000,1610150400,247,2021-01-08,2021-01-09,"Clippers"
1610150400,1610236800,446,2021-01-09,2021-01-10,"Clippers"
1610236800,1610323200,231,2021-01-10,2021-01-11,"Clippers"
1610323200,1610409600,279,2021-01-11,2021-01-12,"Clippers"
1610409600,1610496000,167,2021-01-12,2021-01-13,"Clippers"
1610496000,1610582400,390,2021-01-13,2021-01-14,"Clippers"
1610582400,1610668800,400,2021-01-14,2021-01-15,"Clippers"
1610668800,1610755200,234,2021-01-15,2021-01-16,"Clippers"
1610755200,1610841600,362,2021-01-16,2021-01-17,"Clippers"
1610841600,1610928000,333,2021-01-17,2021-01-18,"Clippers"
1610928000,1611014400,573,2021-01-18,2021-01-19,"Clippers"
1611014400,1611100800,314,2021-01-19,2021-01-20,"Clippers"
1611100800,1611187200,204,2021-01-20,2021-01-21,"Clippers"
1611187200,1611273600,429,2021-01-21,2021-01-22,"Clippers"
1611273600,1611360000,311,2021-01-22,2021-01-23,"Clippers"
1611360000,1611446400,407,2021-01-23,2021-01-24,"Clippers"
1611446400,1611532800,131,2021-01-24,2021-01-25,"Clippers"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Clippers"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Clippers"
1611705600,1611792000,35,2021-01-27,2021-01-28,"Clippers"
1611792000,1611878400,225,2021-01-28,2021-01-29,"Clippers"
1611878400,1611964800,451,2021-01-29,2021-01-30,"Clippers"
1611964800,1612051200,372,2021-01-30,2021-01-31,"Clippers"
1612051200,1612137600,469,2021-01-31,2021-02-01,"Clippers"
1612137600,1612224000,361,2021-02-01,2021-02-02,"Clippers"
1612224000,1612310400,262,2021-02-02,2021-02-03,"Clippers"
1612310400,1612396800,571,2021-02-03,2021-02-04,"Clippers"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Clippers"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Clippers"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Clippers"
1612656000,1612742400,6,2021-02-07,2021-02-08,"Clippers"
1612742400,1612828800,92,2021-02-08,2021-02-09,"Clippers"
1612828800,1612915200,106,2021-02-09,2021-02-10,"Clippers"
1612915200,1613001600,123,2021-02-10,2021-02-11,"Clippers"
1613001600,1613088000,220,2021-02-11,2021-02-12,"Clippers"
1613088000,1613174400,158,2021-02-12,2021-02-13,"Clippers"
1613174400,1613260800,288,2021-02-13,2021-02-14,"Clippers"
1613260800,1613347200,156,2021-02-14,2021-02-15,"Clippers"
1613347200,1613433600,374,2021-02-15,2021-02-16,"Clippers"
1613433600,1613520000,398,2021-02-16,2021-02-17,"Clippers"
1613520000,1613606400,123,2021-02-17,2021-02-18,"Clippers"
1613606400,1613692800,271,2021-02-18,2021-02-19,"Clippers"
1613692800,1613779200,203,2021-02-19,2021-02-20,"Clippers"
1613779200,1613865600,904,2021-02-20,2021-02-21,"Clippers"
1613865600,1613952000,244,2021-02-21,2021-02-22,"Clippers"
1613952000,1614038400,929,2021-02-22,2021-02-23,"Clippers"
1614038400,1614124800,332,2021-02-23,2021-02-24,"Clippers"
1614124800,1614211200,494,2021-02-24,2021-02-25,"Clippers"
1614211200,1614297600,383,2021-02-25,2021-02-26,"Clippers"
1614297600,1614384000,224,2021-02-26,2021-02-27,"Clippers"
1614384000,1614470400,117,2021-02-27,2021-02-28,"Clippers"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Clippers"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Clippers"
1614643200,1614729600,43,2021-03-02,2021-03-03,"Clippers"
1614729600,1614816000,340,2021-03-03,2021-03-04,"Clippers"
1614816000,1614902400,223,2021-03-04,2021-03-05,"Clippers"
1614902400,1614988800,14,2021-03-05,2021-03-06,"Clippers"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Clippers"
1615075200,1615161600,9,2021-03-07,2021-03-08,"Clippers"
1615161600,1615248000,332,2021-03-08,2021-03-09,"Clippers"
1615248000,1615334400,204,2021-03-09,2021-03-10,"Clippers"
1615334400,1615420800,225,2021-03-10,2021-03-11,"Clippers"
1615420800,1615507200,192,2021-03-11,2021-03-12,"Clippers"
1615507200,1615593600,336,2021-03-12,2021-03-13,"Clippers"
1615593600,1615680000,154,2021-03-13,2021-03-14,"Clippers"
1615680000,1615766400,112,2021-03-14,2021-03-15,"Clippers"
1615766400,1615852800,155,2021-03-15,2021-03-16,"Clippers"
1615852800,1615939200,457,2021-03-16,2021-03-17,"Clippers"
1615939200,1616025600,165,2021-03-17,2021-03-18,"Clippers"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Clippers"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Clippers"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Clippers"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Clippers"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Clippers"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Clippers"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Clippers"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Clippers"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Clippers"
1616803200,1616889600,125,2021-03-27,2021-03-28,"Clippers"
1616889600,1616976000,594,2021-03-28,2021-03-29,"Clippers"
1616976000,1617062400,197,2021-03-29,2021-03-30,"Clippers"
1617062400,1617148800,651,2021-03-30,2021-03-31,"Clippers"
1617148800,1617235200,345,2021-03-31,2021-04-01,"Clippers"
1617235200,1617321600,122,2021-04-01,2021-04-02,"Clippers"
1617321600,1617408000,295,2021-04-02,2021-04-03,"Clippers"
1617408000,1617494400,195,2021-04-03,2021-04-04,"Clippers"
1617494400,1617580800,447,2021-04-04,2021-04-05,"Clippers"
1617580800,1617667200,206,2021-04-05,2021-04-06,"Clippers"
1617667200,1617753600,181,2021-04-06,2021-04-07,"Clippers"
1617753600,1617840000,536,2021-04-07,2021-04-08,"Clippers"
1617840000,1617926400,274,2021-04-08,2021-04-09,"Clippers"
1617926400,1618012800,933,2021-04-09,2021-04-10,"Clippers"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Clippers"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Clippers"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Clippers"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Clippers"
1618358400,1618444800,325,2021-04-14,2021-04-15,"Clippers"
1618444800,1618531200,445,2021-04-15,2021-04-16,"Clippers"
1618531200,1618617600,318,2021-04-16,2021-04-17,"Clippers"
1618617600,1618704000,461,2021-04-17,2021-04-18,"Clippers"
1618704000,1618790400,228,2021-04-18,2021-04-19,"Clippers"
1618790400,1618876800,446,2021-04-19,2021-04-20,"Clippers"
1618876800,1618963200,244,2021-04-20,2021-04-21,"Clippers"
1618963200,1619049600,620,2021-04-21,2021-04-22,"Clippers"
1619049600,1619136000,627,2021-04-22,2021-04-23,"Clippers"
1619136000,1619222400,283,2021-04-23,2021-04-24,"Clippers"
1619222400,1619308800,383,2021-04-24,2021-04-25,"Clippers"
1619308800,1619395200,482,2021-04-25,2021-04-26,"Clippers"
1619395200,1619481600,272,2021-04-26,2021-04-27,"Clippers"
1619481600,1619568000,189,2021-04-27,2021-04-28,"Clippers"
1619568000,1619654400,184,2021-04-28,2021-04-29,"Clippers"
1619654400,1619740800,417,2021-04-29,2021-04-30,"Clippers"
1619740800,1619827200,196,2021-04-30,2021-05-01,"Clippers"
1619827200,1619913600,219,2021-05-01,2021-05-02,"Clippers"
1619913600,1620000000,317,2021-05-02,2021-05-03,"Clippers"
1620000000,1620086400,407,2021-05-03,2021-05-04,"Clippers"
1620086400,1620172800,318,2021-05-04,2021-05-05,"Clippers"
1620172800,1620259200,504,2021-05-05,2021-05-06,"Clippers"
1620259200,1620345600,229,2021-05-06,2021-05-07,"Clippers"
1620345600,1620432000,855,2021-05-07,2021-05-08,"Clippers"
1620432000,1620518400,464,2021-05-08,2021-05-09,"Clippers"
1620518400,1620604800,324,2021-05-09,2021-05-10,"Clippers"
1620604800,1620691200,217,2021-05-10,2021-05-11,"Clippers"
1620691200,1620777600,176,2021-05-11,2021-05-12,"Clippers"
1620777600,1620864000,295,2021-05-12,2021-05-13,"Clippers"
1620864000,1620950400,259,2021-05-13,2021-05-14,"Clippers"
1620950400,1621036800,368,2021-05-14,2021-05-15,"Clippers"
1621036800,1621123200,456,2021-05-15,2021-05-16,"Clippers"
1621123200,1621209600,256,2021-05-16,2021-05-17,"Clippers"
1621209600,1621296000,663,2021-05-17,2021-05-18,"Clippers"
1621296000,1621382400,390,2021-05-18,2021-05-19,"Clippers"
1621382400,1621468800,446,2021-05-19,2021-05-20,"Clippers"
1621468800,1621555200,927,2021-05-20,2021-05-21,"Clippers"
1621555200,1621641600,265,2021-05-21,2021-05-22,"Clippers"
1621641600,1621728000,1094,2021-05-22,2021-05-23,"Clippers"
1621728000,1621814400,865,2021-05-23,2021-05-24,"Clippers"
1621814400,1621900800,585,2021-05-24,2021-05-25,"Clippers"
1621900800,1621987200,433,2021-05-25,2021-05-26,"Clippers"
1621987200,1622073600,1054,2021-05-26,2021-05-27,"Clippers"
1622073600,1622160000,254,2021-05-27,2021-05-28,"Clippers"
1622160000,1622246400,418,2021-05-28,2021-05-29,"Clippers"
1622246400,1622332800,1379,2021-05-29,2021-05-30,"Clippers"
1622332800,1622419200,553,2021-05-30,2021-05-31,"Clippers"
1622419200,1622505600,1511,2021-05-31,2021-06-01,"Clippers"
1622505600,1622592000,430,2021-06-01,2021-06-02,"Clippers"
1622592000,1622678400,1027,2021-06-02,2021-06-03,"Clippers"
1622678400,1622764800,827,2021-06-03,2021-06-04,"Clippers"
1622764800,1622851200,1076,2021-06-04,2021-06-05,"Clippers"
1622851200,1622937600,1518,2021-06-05,2021-06-06,"Clippers"
1622937600,1623024000,2029,2021-06-06,2021-06-07,"Clippers"
1623024000,1623110400,1231,2021-06-07,2021-06-08,"Clippers"
1623110400,1623196800,1000,2021-06-08,2021-06-09,"Clippers"
1623196800,1623283200,1523,2021-06-09,2021-06-10,"Clippers"
1623283200,1623369600,370,2021-06-10,2021-06-11,"Clippers"
1623369600,1623456000,1026,2021-06-11,2021-06-12,"Clippers"
1623456000,1623542400,381,2021-06-12,2021-06-13,"Clippers"
1623542400,1623628800,1402,2021-06-13,2021-06-14,"Clippers"
1623628800,1623715200,635,2021-06-14,2021-06-15,"Clippers"
1623715200,1623801600,2013,2021-06-15,2021-06-16,"Clippers"
1606780800,1606867200,117,2020-12-01,2020-12-02,"Grizzlies"
1606867200,1606953600,115,2020-12-02,2020-12-03,"Grizzlies"
1606953600,1607040000,111,2020-12-03,2020-12-04,"Grizzlies"
1607040000,1607126400,94,2020-12-04,2020-12-05,"Grizzlies"
1607126400,1607212800,99,2020-12-05,2020-12-06,"Grizzlies"
1607212800,1607299200,75,2020-12-06,2020-12-07,"Grizzlies"
1607299200,1607385600,145,2020-12-07,2020-12-08,"Grizzlies"
1607385600,1607472000,121,2020-12-08,2020-12-09,"Grizzlies"
1607472000,1607558400,96,2020-12-09,2020-12-10,"Grizzlies"
1607558400,1607644800,159,2020-12-10,2020-12-11,"Grizzlies"
1607644800,1607731200,153,2020-12-11,2020-12-12,"Grizzlies"
1607731200,1607817600,134,2020-12-12,2020-12-13,"Grizzlies"
1607817600,1607904000,159,2020-12-13,2020-12-14,"Grizzlies"
1607904000,1607990400,204,2020-12-14,2020-12-15,"Grizzlies"
1607990400,1608076800,221,2020-12-15,2020-12-16,"Grizzlies"
1608076800,1608163200,178,2020-12-16,2020-12-17,"Grizzlies"
1608163200,1608249600,164,2020-12-17,2020-12-18,"Grizzlies"
1608249600,1608336000,234,2020-12-18,2020-12-19,"Grizzlies"
1608336000,1608422400,130,2020-12-19,2020-12-20,"Grizzlies"
1608422400,1608508800,184,2020-12-20,2020-12-21,"Grizzlies"
1608508800,1608595200,139,2020-12-21,2020-12-22,"Grizzlies"
1608595200,1608681600,114,2020-12-22,2020-12-23,"Grizzlies"
1608681600,1608768000,260,2020-12-23,2020-12-24,"Grizzlies"
1608768000,1608854400,434,2020-12-24,2020-12-25,"Grizzlies"
1608854400,1608940800,310,2020-12-25,2020-12-26,"Grizzlies"
1608940800,1609027200,277,2020-12-26,2020-12-27,"Grizzlies"
1609027200,1609113600,399,2020-12-27,2020-12-28,"Grizzlies"
1609113600,1609200000,260,2020-12-28,2020-12-29,"Grizzlies"
1609200000,1609286400,341,2020-12-29,2020-12-30,"Grizzlies"
1609286400,1609372800,191,2020-12-30,2020-12-31,"Grizzlies"
1609372800,1609459200,230,2020-12-31,2021-01-01,"Grizzlies"
1609459200,1609545600,136,2021-01-01,2021-01-02,"Grizzlies"
1609545600,1609632000,214,2021-01-02,2021-01-03,"Grizzlies"
1609632000,1609718400,169,2021-01-03,2021-01-04,"Grizzlies"
1609718400,1609804800,193,2021-01-04,2021-01-05,"Grizzlies"
1609804800,1609891200,216,2021-01-05,2021-01-06,"Grizzlies"
1609891200,1609977600,241,2021-01-06,2021-01-07,"Grizzlies"
1609977600,1610064000,169,2021-01-07,2021-01-08,"Grizzlies"
1610064000,1610150400,221,2021-01-08,2021-01-09,"Grizzlies"
1610150400,1610236800,136,2021-01-09,2021-01-10,"Grizzlies"
1610236800,1610323200,104,2021-01-10,2021-01-11,"Grizzlies"
1610323200,1610409600,181,2021-01-11,2021-01-12,"Grizzlies"
1610409600,1610496000,139,2021-01-12,2021-01-13,"Grizzlies"
1610496000,1610582400,286,2021-01-13,2021-01-14,"Grizzlies"
1610582400,1610668800,257,2021-01-14,2021-01-15,"Grizzlies"
1610668800,1610755200,220,2021-01-15,2021-01-16,"Grizzlies"
1610755200,1610841600,214,2021-01-16,2021-01-17,"Grizzlies"
1610841600,1610928000,360,2021-01-17,2021-01-18,"Grizzlies"
1610928000,1611014400,229,2021-01-18,2021-01-19,"Grizzlies"
1611014400,1611100800,452,2021-01-19,2021-01-20,"Grizzlies"
1611100800,1611187200,178,2021-01-20,2021-01-21,"Grizzlies"
1611187200,1611273600,296,2021-01-21,2021-01-22,"Grizzlies"
1611273600,1611360000,192,2021-01-22,2021-01-23,"Grizzlies"
1611360000,1611446400,123,2021-01-23,2021-01-24,"Grizzlies"
1611446400,1611532800,83,2021-01-24,2021-01-25,"Grizzlies"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Grizzlies"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Grizzlies"
1611705600,1611792000,36,2021-01-27,2021-01-28,"Grizzlies"
1611792000,1611878400,165,2021-01-28,2021-01-29,"Grizzlies"
1611878400,1611964800,127,2021-01-29,2021-01-30,"Grizzlies"
1611964800,1612051200,177,2021-01-30,2021-01-31,"Grizzlies"
1612051200,1612137600,263,2021-01-31,2021-02-01,"Grizzlies"
1612137600,1612224000,165,2021-02-01,2021-02-02,"Grizzlies"
1612224000,1612310400,452,2021-02-02,2021-02-03,"Grizzlies"
1612310400,1612396800,152,2021-02-03,2021-02-04,"Grizzlies"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Grizzlies"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Grizzlies"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Grizzlies"
1612656000,1612742400,0,2021-02-07,2021-02-08,"Grizzlies"
1612742400,1612828800,107,2021-02-08,2021-02-09,"Grizzlies"
1612828800,1612915200,93,2021-02-09,2021-02-10,"Grizzlies"
1612915200,1613001600,109,2021-02-10,2021-02-11,"Grizzlies"
1613001600,1613088000,226,2021-02-11,2021-02-12,"Grizzlies"
1613088000,1613174400,86,2021-02-12,2021-02-13,"Grizzlies"
1613174400,1613260800,565,2021-02-13,2021-02-14,"Grizzlies"
1613260800,1613347200,112,2021-02-14,2021-02-15,"Grizzlies"
1613347200,1613433600,238,2021-02-15,2021-02-16,"Grizzlies"
1613433600,1613520000,113,2021-02-16,2021-02-17,"Grizzlies"
1613520000,1613606400,70,2021-02-17,2021-02-18,"Grizzlies"
1613606400,1613692800,185,2021-02-18,2021-02-19,"Grizzlies"
1613692800,1613779200,236,2021-02-19,2021-02-20,"Grizzlies"
1613779200,1613865600,155,2021-02-20,2021-02-21,"Grizzlies"
1613865600,1613952000,199,2021-02-21,2021-02-22,"Grizzlies"
1613952000,1614038400,126,2021-02-22,2021-02-23,"Grizzlies"
1614038400,1614124800,158,2021-02-23,2021-02-24,"Grizzlies"
1614124800,1614211200,169,2021-02-24,2021-02-25,"Grizzlies"
1614211200,1614297600,104,2021-02-25,2021-02-26,"Grizzlies"
1614297600,1614384000,234,2021-02-26,2021-02-27,"Grizzlies"
1614384000,1614470400,65,2021-02-27,2021-02-28,"Grizzlies"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Grizzlies"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Grizzlies"
1614643200,1614729600,61,2021-03-02,2021-03-03,"Grizzlies"
1614729600,1614816000,156,2021-03-03,2021-03-04,"Grizzlies"
1614816000,1614902400,96,2021-03-04,2021-03-05,"Grizzlies"
1614902400,1614988800,2,2021-03-05,2021-03-06,"Grizzlies"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Grizzlies"
1615075200,1615161600,11,2021-03-07,2021-03-08,"Grizzlies"
1615161600,1615248000,339,2021-03-08,2021-03-09,"Grizzlies"
1615248000,1615334400,146,2021-03-09,2021-03-10,"Grizzlies"
1615334400,1615420800,194,2021-03-10,2021-03-11,"Grizzlies"
1615420800,1615507200,258,2021-03-11,2021-03-12,"Grizzlies"
1615507200,1615593600,137,2021-03-12,2021-03-13,"Grizzlies"
1615593600,1615680000,164,2021-03-13,2021-03-14,"Grizzlies"
1615680000,1615766400,106,2021-03-14,2021-03-15,"Grizzlies"
1615766400,1615852800,93,2021-03-15,2021-03-16,"Grizzlies"
1615852800,1615939200,131,2021-03-16,2021-03-17,"Grizzlies"
1615939200,1616025600,48,2021-03-17,2021-03-18,"Grizzlies"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Grizzlies"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Grizzlies"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Grizzlies"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Grizzlies"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Grizzlies"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Grizzlies"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Grizzlies"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Grizzlies"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Grizzlies"
1616803200,1616889600,80,2021-03-27,2021-03-28,"Grizzlies"
1616889600,1616976000,195,2021-03-28,2021-03-29,"Grizzlies"
1616976000,1617062400,200,2021-03-29,2021-03-30,"Grizzlies"
1617062400,1617148800,247,2021-03-30,2021-03-31,"Grizzlies"
1617148800,1617235200,202,2021-03-31,2021-04-01,"Grizzlies"
1617235200,1617321600,124,2021-04-01,2021-04-02,"Grizzlies"
1617321600,1617408000,158,2021-04-02,2021-04-03,"Grizzlies"
1617408000,1617494400,219,2021-04-03,2021-04-04,"Grizzlies"
1617494400,1617580800,159,2021-04-04,2021-04-05,"Grizzlies"
1617580800,1617667200,304,2021-04-05,2021-04-06,"Grizzlies"
1617667200,1617753600,202,2021-04-06,2021-04-07,"Grizzlies"
1617753600,1617840000,337,2021-04-07,2021-04-08,"Grizzlies"
1617840000,1617926400,412,2021-04-08,2021-04-09,"Grizzlies"
1617926400,1618012800,123,2021-04-09,2021-04-10,"Grizzlies"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Grizzlies"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Grizzlies"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Grizzlies"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Grizzlies"
1618358400,1618444800,65,2021-04-14,2021-04-15,"Grizzlies"
1618444800,1618531200,297,2021-04-15,2021-04-16,"Grizzlies"
1618531200,1618617600,82,2021-04-16,2021-04-17,"Grizzlies"
1618617600,1618704000,130,2021-04-17,2021-04-18,"Grizzlies"
1618704000,1618790400,397,2021-04-18,2021-04-19,"Grizzlies"
1618790400,1618876800,185,2021-04-19,2021-04-20,"Grizzlies"
1618876800,1618963200,355,2021-04-20,2021-04-21,"Grizzlies"
1618963200,1619049600,150,2021-04-21,2021-04-22,"Grizzlies"
1619049600,1619136000,302,2021-04-22,2021-04-23,"Grizzlies"
1619136000,1619222400,99,2021-04-23,2021-04-24,"Grizzlies"
1619222400,1619308800,272,2021-04-24,2021-04-25,"Grizzlies"
1619308800,1619395200,245,2021-04-25,2021-04-26,"Grizzlies"
1619395200,1619481600,176,2021-04-26,2021-04-27,"Grizzlies"
1619481600,1619568000,146,2021-04-27,2021-04-28,"Grizzlies"
1619568000,1619654400,114,2021-04-28,2021-04-29,"Grizzlies"
1619654400,1619740800,121,2021-04-29,2021-04-30,"Grizzlies"
1619740800,1619827200,112,2021-04-30,2021-05-01,"Grizzlies"
1619827200,1619913600,134,2021-05-01,2021-05-02,"Grizzlies"
1619913600,1620000000,115,2021-05-02,2021-05-03,"Grizzlies"
1620000000,1620086400,126,2021-05-03,2021-05-04,"Grizzlies"
1620086400,1620172800,224,2021-05-04,2021-05-05,"Grizzlies"
1620172800,1620259200,98,2021-05-05,2021-05-06,"Grizzlies"
1620259200,1620345600,197,2021-05-06,2021-05-07,"Grizzlies"
1620345600,1620432000,141,2021-05-07,2021-05-08,"Grizzlies"
1620432000,1620518400,79,2021-05-08,2021-05-09,"Grizzlies"
1620518400,1620604800,129,2021-05-09,2021-05-10,"Grizzlies"
1620604800,1620691200,104,2021-05-10,2021-05-11,"Grizzlies"
1620691200,1620777600,171,2021-05-11,2021-05-12,"Grizzlies"
1620777600,1620864000,236,2021-05-12,2021-05-13,"Grizzlies"
1620864000,1620950400,160,2021-05-13,2021-05-14,"Grizzlies"
1620950400,1621036800,175,2021-05-14,2021-05-15,"Grizzlies"
1621036800,1621123200,157,2021-05-15,2021-05-16,"Grizzlies"
1621123200,1621209600,525,2021-05-16,2021-05-17,"Grizzlies"
1621209600,1621296000,158,2021-05-17,2021-05-18,"Grizzlies"
1621296000,1621382400,157,2021-05-18,2021-05-19,"Grizzlies"
1621382400,1621468800,242,2021-05-19,2021-05-20,"Grizzlies"
1621468800,1621555200,897,2021-05-20,2021-05-21,"Grizzlies"
1621555200,1621641600,197,2021-05-21,2021-05-22,"Grizzlies"
1621641600,1621728000,1683,2021-05-22,2021-05-23,"Grizzlies"
1621728000,1621814400,413,2021-05-23,2021-05-24,"Grizzlies"
1621814400,1621900800,1476,2021-05-24,2021-05-25,"Grizzlies"
1621900800,1621987200,282,2021-05-25,2021-05-26,"Grizzlies"
1621987200,1622073600,496,2021-05-26,2021-05-27,"Grizzlies"
1622073600,1622160000,1631,2021-05-27,2021-05-28,"Grizzlies"
1622160000,1622246400,366,2021-05-28,2021-05-29,"Grizzlies"
1622246400,1622332800,466,2021-05-29,2021-05-30,"Grizzlies"
1622332800,1622419200,921,2021-05-30,2021-05-31,"Grizzlies"
1622419200,1622505600,345,2021-05-31,2021-06-01,"Grizzlies"
1622505600,1622592000,878,2021-06-01,2021-06-02,"Grizzlies"
1622592000,1622678400,581,2021-06-02,2021-06-03,"Grizzlies"
1622678400,1622764800,647,2021-06-03,2021-06-04,"Grizzlies"
1622764800,1622851200,623,2021-06-04,2021-06-05,"Grizzlies"
1622851200,1622937600,301,2021-06-05,2021-06-06,"Grizzlies"
1622937600,1623024000,418,2021-06-06,2021-06-07,"Grizzlies"
1623024000,1623110400,153,2021-06-07,2021-06-08,"Grizzlies"
1623110400,1623196800,227,2021-06-08,2021-06-09,"Grizzlies"
1623196800,1623283200,243,2021-06-09,2021-06-10,"Grizzlies"
1623283200,1623369600,237,2021-06-10,2021-06-11,"Grizzlies"
1623369600,1623456000,371,2021-06-11,2021-06-12,"Grizzlies"
1623456000,1623542400,116,2021-06-12,2021-06-13,"Grizzlies"
